Row ID;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Segment;City;State;Postal Code;Region;Product ID;Category;Sub-Category;Product Name;Sales;Quantity
9271;US-2017-102183;21/08/2017;28/08/2017;Standard Class;PK-19075;Consumer;New York City;New York;10035;East;OFF-BI-10001359;Office Supplies;Binders;GBC DocuBind TL300 Electric Binding System;4305,552;6
9640;CA-2015-116638;28/01/2015;31/01/2015;Second Class;JH-15985;Consumer;Concord;North Carolina;28027;South;FUR-TA-10000198;Furniture;Tables;Chromcraft Bull-Nose Wood Oval Conference Tables & Bases;4297,644;13
5918;US-2015-126977;17/09/2015;23/09/2015;Standard Class;PF-19120;Consumer;New York City;New York;10035;East;FUR-BO-10004834;Furniture;Bookcases;Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish;4228,704;6
3281;CA-2014-102988;5/04/2014;9/04/2014;Second Class;GM-14695;Corporate;Alexandria;Virginia;22304;South;OFF-SU-10002881;Office Supplies;Supplies;Martin Yale Chadless Opener Electric Letter Opener;4164,05;5
6621;US-2017-167402;13/01/2017;18/01/2017;Second Class;CP-12085;Corporate;Springfield;Missouri;65807;Central;OFF-SU-10002881;Office Supplies;Supplies;Martin Yale Chadless Opener Electric Letter Opener;4164,05;5
6015;CA-2016-159016;10/03/2016;11/03/2016;First Class;KF-16285;Home Office;Los Angeles;California;90008;West;TEC-PH-10002885;Technology;Phones;Apple iPhone 5;4158,912;8
6536;CA-2014-128209;17/11/2014;22/11/2014;Standard Class;GT-14710;Consumer;Buffalo;New York;14215;East;FUR-BO-10002213;Furniture;Bookcases;DMI Eclipse Executive Suite Bookcases;4007,84;10
2183;CA-2016-128818;7/05/2016;11/05/2016;Standard Class;CJ-12010;Consumer;New York City;New York;10009;East;TEC-MA-10000488;Technology;Machines;Bady BDG101FRU Card Printer;3999,95;5
319;CA-2014-164973;4/11/2014;9/11/2014;Standard Class;NM-18445;Home Office;New York City;New York;10024;East;TEC-MA-10002927;Technology;Machines;Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier;3991,98;2
5199;CA-2016-103982;3/03/2016;8/03/2016;Standard Class;AA-10315;Consumer;Round Rock;Texas;78664;Central;OFF-SU-10000151;Office Supplies;Supplies;High Speed Automatic Electric Letter Opener;3930,072;3
7684;CA-2015-120782;28/04/2015;1/05/2015;First Class;SD-20485;Home Office;Midland;Michigan;48640;Central;OFF-BI-10003527;Office Supplies;Binders;Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind;3812,97;3
9426;CA-2014-116246;12/09/2014;17/09/2014;Second Class;LW-17215;Consumer;New York City;New York;10035;East;FUR-CH-10002024;Furniture;Chairs;HON 5400 Series Task Chairs for Big and Tall;3785,292;6
1247;CA-2014-168494;12/12/2014;14/12/2014;Second Class;NP-18700;Consumer;Fresno;California;93727;West;FUR-TA-10003473;Furniture;Tables;Bretford Rectangular Conference Table Tops;3610,848;12
5171;CA-2016-122903;27/05/2016;29/05/2016;Second Class;LA-16780;Corporate;Detroit;Michigan;48205;Central;FUR-CH-10002024;Furniture;Chairs;HON 5400 Series Task Chairs for Big and Tall;3504,9;5
7584;CA-2014-163223;21/03/2014;25/03/2014;Standard Class;KH-16690;Corporate;Springfield;Virginia;22153;South;TEC-PH-10000730;Technology;Phones;Samsung Galaxy S4 Active;3499,93;7
9650;CA-2016-107104;26/11/2016;30/11/2016;Standard Class;MS-17365;Consumer;Los Angeles;California;90045;West;FUR-BO-10002213;Furniture;Bookcases;DMI Eclipse Executive Suite Bookcases;3406,664;8
7915;CA-2017-165323;17/06/2017;21/06/2017;Standard Class;SR-20740;Home Office;New York City;New York;10024;East;TEC-MA-10003673;Technology;Machines;Hewlett-Packard Desktjet 6988DT Refurbished Printer;3404,5;5
9858;CA-2015-164301;26/03/2015;30/03/2015;Standard Class;EB-13840;Corporate;Seattle;Washington;98103;West;FUR-TA-10001889;Furniture;Tables;Bush Advantage Collection Racetrack Conference Table;3393,68;8
3274;CA-2017-133865;8/05/2017;12/05/2017;Standard Class;PS-19045;Home Office;Los Angeles;California;90032;West;TEC-CO-10001046;Technology;Copiers;Canon Imageclass D680 Copier / Fax;3359,952;6
8101;CA-2016-169663;10/03/2016;13/03/2016;First Class;RH-19510;Home Office;Los Angeles;California;90045;West;TEC-MA-10000984;Technology;Machines;Okidata MB760 Printer;3357,6;3
252;CA-2016-145625;11/09/2016;17/09/2016;Standard Class;KC-16540;Consumer;San Diego;California;92037;West;TEC-AC-10003832;Technology;Accessories;Logitech P710e Mobile Speakerphone;3347,37;13
6818;CA-2014-144414;17/06/2014;21/06/2014;Standard Class;GH-14425;Consumer;Seattle;Washington;98105;West;OFF-BI-10004995;Office Supplies;Binders;GBC DocuBind P400 Electric Binding System;3266,376;3
1645;CA-2015-111829;19/03/2015;20/03/2015;First Class;FH-14365;Corporate;Seattle;Washington;98115;West;TEC-CO-10001766;Technology;Copiers;Canon PC940 Copier;3149,93;7
28;US-2015-150630;17/09/2015;21/09/2015;Standard Class;TB-21520;Consumer;Philadelphia;Pennsylvania;19140;East;FUR-BO-10004834;Furniture;Bookcases;Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish;3083,43;7
4094;CA-2015-102491;24/08/2015;28/08/2015;Standard Class;KW-16435;Consumer;Florence;Kentucky;41042;South;TEC-MA-10000864;Technology;Machines;Cisco 9971 IP Video Phone Charcoal;3080;7
263;US-2014-106992;19/09/2014;21/09/2014;Second Class;SB-20290;Corporate;Houston;Texas;77036;Central;TEC-MA-10000822;Technology;Machines;Lexmark MX611dhe Monochrome Laser Printer;3059,982;3
978;CA-2017-159366;7/01/2017;10/01/2017;First Class;BW-11110;Corporate;Detroit;Michigan;48205;Central;TEC-MA-10000822;Technology;Machines;Lexmark MX611dhe Monochrome Laser Printer;3059,982;2
8750;US-2015-163825;16/06/2015;19/06/2015;First Class;LC-16885;Consumer;New York City;New York;10009;East;OFF-BI-10003527;Office Supplies;Binders;Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind;3050,376;3
1455;CA-2016-133711;26/11/2016;29/11/2016;First Class;MC-17425;Corporate;Mobile;Alabama;36608;South;TEC-MA-10000010;Technology;Machines;Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer;3040;8
9661;CA-2016-160717;6/06/2016;11/06/2016;Standard Class;ME-17320;Home Office;Santa Barbara;California;93101;West;TEC-PH-10001459;Technology;Phones;Samsung Galaxy Mega 6.3;3023,928;9
5563;CA-2017-133263;31/03/2017;2/04/2017;Second Class;JE-15610;Corporate;Atlanta;Georgia;30318;South;TEC-CO-10001449;Technology;Copiers;Hewlett Packard LaserJet 3310 Copier;2999,95;5
516;CA-2017-127432;22/01/2017;27/01/2017;Standard Class;AD-10180;Home Office;Great Falls;Montana;59405;West;TEC-CO-10003236;Technology;Copiers;Canon Image Class D660 Copier;2999,95;5
8103;CA-2015-149846;22/05/2015;26/05/2015;Standard Class;SB-20185;Consumer;Los Angeles;California;90045;West;TEC-MA-10004002;Technology;Machines;Zebra GX420t Direct Thermal/Thermal Transfer Printer;2973,32;7
8313;US-2017-105935;26/01/2017;31/01/2017;Standard Class;BD-11500;Consumer;Columbus;Georgia;31907;South;TEC-PH-10001459;Technology;Phones;Samsung Galaxy Mega 6.3;2939,93;7
3071;CA-2014-119375;17/11/2014;22/11/2014;Standard Class;YC-21895;Corporate;Newark;Delaware;19711;East;OFF-ST-10002011;Office Supplies;Storage;Smead Adjustable Mobile File Trolley with Lockable Top;2934,33;7
6100;CA-2017-100111;20/09/2017;26/09/2017;Standard Class;SV-20365;Consumer;New York City;New York;10035;East;FUR-CH-10004086;Furniture;Chairs;Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs;2888,127;11
6869;US-2016-126452;21/08/2016;28/08/2016;Standard Class;SC-20230;Corporate;Los Angeles;California;90004;West;FUR-TA-10003569;Furniture;Tables;Bretford CR8500 Series Meeting Room Furniture;2887,056;9
4620;CA-2017-145219;24/12/2017;25/12/2017;First Class;RM-19675;Home Office;Los Angeles;California;90049;West;TEC-CO-10001449;Technology;Copiers;Hewlett Packard LaserJet 3310 Copier;2879,952;6
1792;CA-2014-120474;1/12/2014;3/12/2014;First Class;RP-19390;Consumer;Madison;Wisconsin;53711;Central;FUR-CH-10001854;Furniture;Chairs;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat;2807,84;8
8237;CA-2017-102204;1/05/2017;6/05/2017;Standard Class;CJ-12010;Consumer;Jacksonville;Florida;32216;South;FUR-CH-10002024;Furniture;Chairs;HON 5400 Series Task Chairs for Big and Tall;2803,92;5
9413;CA-2015-164777;27/01/2015;29/01/2015;First Class;SC-20305;Consumer;Los Angeles;California;90036;West;FUR-CH-10002024;Furniture;Chairs;HON 5400 Series Task Chairs for Big and Tall;2803,92;5
3056;US-2015-100377;28/08/2015;1/09/2015;Standard Class;TS-21370;Corporate;Chicago;Illinois;60623;Central;TEC-CO-10001046;Technology;Copiers;Canon Imageclass D680 Copier / Fax;2799,96;5
3984;CA-2016-135265;7/07/2016;9/07/2016;Second Class;CC-12370;Consumer;Los Angeles;California;90045;West;TEC-CO-10003763;Technology;Copiers;Canon PC1060 Personal Laser Copier;2799,96;5
9930;CA-2016-129630;4/09/2016;4/09/2016;Same Day;IM-15055;Consumer;San Francisco;California;94122;West;TEC-CO-10003763;Technology;Copiers;Canon PC1060 Personal Laser Copier;2799,96;5
5127;CA-2014-160766;14/09/2014;14/09/2014;Same Day;DM-13015;Consumer;New York City;New York;10009;East;TEC-MA-10003979;Technology;Machines;Ativa V4110MDD Micro-Cut Shredder;2799,96;4
5711;US-2015-160857;8/05/2015;15/05/2015;Standard Class;NW-18400;Consumer;New York City;New York;10024;East;TEC-CO-10004115;Technology;Copiers;Sharp AL-1530CS Digital Copier;2799,944;7
6210;CA-2017-119809;18/08/2017;25/08/2017;Standard Class;YS-21880;Corporate;Seattle;Washington;98103;West;OFF-BI-10003925;Office Supplies;Binders;Fellowes PB300 Plastic Comb Binding Machine;2793,528;9
488;CA-2014-154627;29/10/2014;31/10/2014;First Class;SA-20830;Consumer;Chicago;Illinois;60610;Central;TEC-PH-10001363;Technology;Phones;Apple iPhone 5S;2735,952;6
995;CA-2014-117639;21/05/2014;25/05/2014;Standard Class;MW-18235;Corporate;Virginia Beach;Virginia;23464;South;OFF-BI-10003925;Office Supplies;Binders;Fellowes PB300 Plastic Comb Binding Machine;2715,93;7
2849;CA-2017-157854;8/04/2017;15/04/2017;Standard Class;DM-13345;Corporate;Roswell;Georgia;30076;South;OFF-BI-10001359;Office Supplies;Binders;GBC DocuBind TL300 Electric Binding System;2690,97;3
8469;US-2016-164196;11/11/2016;17/11/2016;Standard Class;AS-10285;Corporate;Noblesville;Indiana;46060;Central;FUR-TA-10001950;Furniture;Tables;Balt Solid Wood Round Tables;2678,94;6
8893;CA-2015-111038;1/12/2015;6/12/2015;Standard Class;LC-16960;Home Office;San Diego;California;92037;West;FUR-CH-10003973;Furniture;Chairs;GuestStacker Chair with Chrome Finish Legs;2676,672;9
2568;CA-2017-123967;1/11/2017;3/11/2017;Second Class;SF-20200;Consumer;Bellingham;Washington;98226;West;FUR-TA-10003954;Furniture;Tables;Hon 94000 Series Round Tables;2665,62;9
7580;CA-2015-123113;23/11/2015;27/11/2015;Second Class;AT-10735;Consumer;Morristown;New Jersey;7960;East;OFF-AP-10000275;Office Supplies;Appliances;Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black;2625,12;8
4129;CA-2014-127299;19/09/2014;24/09/2014;Standard Class;JL-15835;Consumer;Charlotte;North Carolina;28205;South;TEC-MA-10001127;Technology;Machines;HP Designjet T520 Inkjet Large Format Printer - 24 Color;2624,985;3
9057;CA-2015-160227;2/11/2015;4/11/2015;First Class;ED-13885;Home Office;New York City;New York;10011;East;FUR-CH-10002073;Furniture;Chairs;Hon Olson Stacker Chairs;2621,322;11
3987;CA-2017-112333;8/04/2017;14/04/2017;Standard Class;KF-16285;Home Office;Plainfield;New Jersey;7060;East;OFF-ST-10001780;Office Supplies;Storage;Tennsco 16-Compartment Lockers with Coat Rack;2591,56;4
1806;US-2016-116729;25/12/2016;28/12/2016;First Class;GK-14620;Corporate;Los Angeles;California;90049;West;TEC-PH-10002200;Technology;Phones;Samsung Galaxy Note 2;2575,944;7
7475;CA-2014-167199;6/01/2014;10/01/2014;Standard Class;ME-17320;Home Office;Henderson;Kentucky;42420;South;FUR-CH-10004063;Furniture;Chairs;Global Deluxe High-Back Manager's Chair;2573,82;9
6885;CA-2015-120677;31/05/2015;4/06/2015;Standard Class;BD-11320;Consumer;Minneapolis;Minnesota;55407;Central;FUR-CH-10002320;Furniture;Chairs;Hon Pagoda Stacking Chairs;2567,84;8
8272;CA-2016-169670;25/12/2016;31/12/2016;Standard Class;JE-15715;Consumer;New York City;New York;10009;East;FUR-CH-10002331;Furniture;Chairs;Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms;2563,056;8
3012;CA-2017-134845;17/04/2017;23/04/2017;Standard Class;SR-20425;Home Office;Louisville;Colorado;80027;West;TEC-MA-10000822;Technology;Machines;Lexmark MX611dhe Monochrome Laser Printer;2549,985;5
6011;CA-2015-135580;30/12/2015;3/01/2016;Standard Class;CL-12565;Consumer;Los Angeles;California;90049;West;TEC-MA-10004002;Technology;Machines;Zebra GX420t Direct Thermal/Thermal Transfer Printer;2548,56;6
7281;CA-2015-162782;21/02/2015;27/02/2015;Standard Class;PW-19240;Consumer;Columbia;Maryland;21044;East;OFF-BI-10003527;Office Supplies;Binders;Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind;2541,98;2
264;US-2014-106992;19/09/2014;21/09/2014;Second Class;SB-20290;Corporate;Houston;Texas;77036;Central;TEC-MA-10003353;Technology;Machines;Xerox WorkCentre 6505DN Laser Multifunction Printer;2519,958;7
7938;CA-2017-166093;17/08/2017;24/08/2017;Standard Class;RW-19540;Corporate;Brentwood;California;94513;West;OFF-AP-10001058;Office Supplies;Appliances;Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators;2518,29;9
3444;CA-2017-168858;19/11/2017;23/11/2017;Standard Class;JD-16150;Corporate;New York City;New York;10011;East;OFF-AP-10003849;Office Supplies;Appliances;Hoover Shoulder Vac Commercial Portable Vacuum;2504,74;7
5531;CA-2017-160885;2/12/2017;6/12/2017;Standard Class;JK-16090;Consumer;Omaha;Nebraska;68104;Central;TEC-PH-10001795;Technology;Phones;ClearOne CHATAttach 160 - speaker phone;2479,96;4
1439;CA-2015-139731;15/10/2015;15/10/2015;Same Day;JE-15745;Consumer;Amarillo;Texas;79109;Central;FUR-CH-10002024;Furniture;Chairs;HON 5400 Series Task Chairs for Big and Tall;2453,43;5
3581;CA-2016-104157;25/07/2016;29/07/2016;Standard Class;MT-17815;Consumer;Jackson;Mississippi;39212;South;FUR-TA-10004915;Furniture;Tables;Office Impressions End Table, 20-1/2H x 24W x 20D;2430,08;8
9949;CA-2017-121559;1/06/2017;3/06/2017;Second Class;HW-14935;Corporate;Indianapolis;Indiana;46203;Central;OFF-AP-10002945;Office Supplies;Appliances;Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room;2405,2;8
4866;CA-2017-122490;13/11/2017;18/11/2017;Standard Class;TT-21070;Consumer;Seattle;Washington;98103;West;FUR-CH-10001215;Furniture;Chairs;Global Troy Executive Leather Low-Back Tilter;2404,704;6
6902;US-2017-135013;24/07/2017;24/07/2017;Same Day;HR-14830;Corporate;Huntington Beach;California;92646;West;TEC-CO-10001449;Technology;Copiers;Hewlett Packard LaserJet 3310 Copier;2399,96;5
7174;US-2017-141677;26/03/2017;30/03/2017;Standard Class;HK-14890;Corporate;Houston;Texas;77070;Central;TEC-CO-10002313;Technology;Copiers;Canon PC1080F Personal Copier;2399,96;5
2625;CA-2017-127180;22/10/2017;24/10/2017;First Class;TA-21385;Home Office;New York City;New York;10024;East;TEC-PH-10001494;Technology;Phones;Polycom CX600 IP Phone VoIP phone;2399,6;8
2419;CA-2016-107202;21/05/2016;28/05/2016;Standard Class;LC-16930;Corporate;Sparks;Nevada;89431;West;TEC-MA-10000112;Technology;Machines;Panasonic KX MB2061 Multifunction Printer;2396,4;10
400;CA-2016-108987;8/09/2016;10/09/2016;Second Class;AG-10675;Consumer;Houston;Texas;77036;Central;FUR-BO-10004834;Furniture;Bookcases;Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish;2396,2656;4
3570;CA-2017-168109;3/07/2017;3/07/2017;Same Day;JK-15640;Home Office;Seattle;Washington;98105;West;TEC-MA-10001148;Technology;Machines;Okidata MB491 Multifunction Printer;2395,2;6
5991;US-2017-163300;15/09/2017;21/09/2017;Standard Class;ES-14020;Consumer;Los Angeles;California;90049;West;OFF-BI-10004390;Office Supplies;Binders;GBC DocuBind 200 Manual Binding Machine;2357,488;7
5627;CA-2014-126683;29/09/2014;1/10/2014;Second Class;PP-18955;Home Office;Seattle;Washington;98115;West;FUR-TA-10002958;Furniture;Tables;Bevis Oval Conference Table, Walnut;2348,82;9
5007;CA-2015-169796;9/11/2015;14/11/2015;Standard Class;Dp-13240;Home Office;New York City;New York;10035;East;TEC-MA-10000045;Technology;Machines;Zebra ZM400 Thermal Label Printer;2321,9;2
5321;US-2017-162558;2/10/2017;5/10/2017;First Class;Dp-13240;Home Office;Knoxville;Tennessee;37918;South;FUR-TA-10000198;Furniture;Tables;Chromcraft Bull-Nose Wood Oval Conference Tables & Bases;2314,116;7
1002;CA-2015-124891;31/07/2015;31/07/2015;Same Day;RH-19495;Consumer;New York City;New York;10024;East;TEC-AC-10003033;Technology;Accessories;Plantronics CS510 - Over-the-Head monaural Wireless Headset System;2309,65;7
6117;US-2016-113677;13/11/2016;19/11/2016;Standard Class;CM-12655;Home Office;New York City;New York;10011;East;TEC-PH-10002114;Technology;Phones;Xiaomi Mi3;2279,96;4
5301;CA-2016-113831;30/05/2016;3/06/2016;Standard Class;AH-10690;Corporate;Springfield;Virginia;22153;South;FUR-TA-10002645;Furniture;Tables;Hon Rectangular Conference Tables;2275,5;10
6102;CA-2017-100111;20/09/2017;26/09/2017;Standard Class;SV-20365;Consumer;New York City;New York;10035;East;FUR-CH-10001215;Furniture;Chairs;Global Troy Executive Leather Low-Back Tilter;2254,41;5
4882;CA-2017-143567;2/11/2017;5/11/2017;Second Class;TB-21175;Corporate;Henderson;Kentucky;42420;South;TEC-AC-10004145;Technology;Accessories;Logitech diNovo Edge Keyboard;2249,91;9
7488;US-2015-134558;19/12/2015;24/12/2015;Second Class;PM-19135;Home Office;Dover;New Hampshire;3820;East;TEC-AC-10004145;Technology;Accessories;Logitech diNovo Edge Keyboard;2249,91;9
1156;CA-2014-136567;20/12/2014;21/12/2014;First Class;PS-19045;Home Office;Harrisonburg;Virginia;22801;South;FUR-TA-10001932;Furniture;Tables;Chromcraft 48 x 96 Racetrack Double Pedestal Table;2244,48;7
8700;CA-2017-119284;15/06/2017;20/06/2017;Standard Class;TS-21205;Corporate;Nashville;Tennessee;37211;South;TEC-PH-10000560;Technology;Phones;Samsung Galaxy S III - 16GB - pebble blue (T-Mobile);2239,936;8
9775;CA-2014-169019;26/07/2014;30/07/2014;Standard Class;LF-17185;Consumer;San Antonio;Texas;78207;Central;OFF-BI-10004995;Office Supplies;Binders;GBC DocuBind P400 Electric Binding System;2177,584;8
8425;CA-2017-150091;12/10/2017;16/10/2017;Standard Class;NP-18670;Consumer;Lakewood;New Jersey;8701;East;FUR-BO-10003404;Furniture;Bookcases;Global Adaptabilites Bookcase, Cherry/Storm Gray Finish;2154,9;5
6535;CA-2014-128209;17/11/2014;22/11/2014;Standard Class;GT-14710;Consumer;Buffalo;New York;14215;East;OFF-BI-10001359;Office Supplies;Binders;GBC DocuBind TL300 Electric Binding System;2152,776;3
8681;CA-2016-143805;1/12/2016;3/12/2016;Second Class;JD-15895;Corporate;Richmond;Virginia;23223;South;OFF-AP-10002945;Office Supplies;Appliances;Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room;2104,55;7
6468;CA-2016-163804;2/12/2016;8/12/2016;Standard Class;DB-13270;Home Office;Providence;Rhode Island;2908;East;OFF-ST-10000142;Office Supplies;Storage;Deluxe Rollaway Locking File with Drawer;2079,4;5
950;US-2017-110576;28/11/2017;2/12/2017;Standard Class;RB-19795;Home Office;Philadelphia;Pennsylvania;19120;East;FUR-TA-10004154;Furniture;Tables;Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer;2065,32;12
